"product_id,retailer,date,price"
"smart_tv_x,Amazon,2025-07-01,24999"
"smart_tv_x,Flipkart,2025-07-01,24499"
"smart_tv_x,Croma,2025-07-01,25249"
"smart_tv_x,Amazon,2025-08-01,23999"
"smart_tv_x,Flipkart,2025-08-01,23499"
"smart_tv_x,Croma,2025-08-01,24249"
"smart_tv_x,Amazon,2025-09-01,22999"
"smart_tv_x,Flipkart,2025-09-01,22199"
"smart_tv_x,Croma,2025-09-01,23149"
"smart_tv_x,Amazon,2025-10-01,25999"
"smart_tv_x,Flipkart,2025-10-01,24999"
"smart_tv_x,Croma,2025-10-01,26199"
"smart_tv_x,Amazon,2025-11-01,19999"
"smart_tv_x,Flipkart,2025-11-01,18999"
"smart_tv_x,Croma,2025-11-01,20049"
"smart_tv_x,Amazon,2025-12-01,20599"
"smart_tv_x,Flipkart,2025-12-01,19899"
"smart_tv_x,Croma,2025-12-01,20749"

"laptop_x,Amazon,2025-07-01,64999"
"laptop_x,Flipkart,2025-07-01,64799"
"laptop_x,Croma,2025-07-01,65149"
"laptop_x,Amazon,2025-08-01,63999"
"laptop_x,Flipkart,2025-08-01,63799"
"laptop_x,Croma,2025-08-01,64149"
"laptop_x,Amazon,2025-09-01,60999"
"laptop_x,Flipkart,2025-09-01,60899"
"laptop_x,Croma,2025-09-01,61049"
"laptop_x,Amazon,2025-10-01,61999"
"laptop_x,Flipkart,2025-10-01,61599"
"laptop_x,Croma,2025-10-01,62149"
"laptop_x,Amazon,2025-11-01,60999"
"laptop_x,Flipkart,2025-11-01,60899"
"laptop_x,Croma,2025-11-01,61049"
"laptop_x,Amazon,2025-12-01,59799"
"laptop_x,Flipkart,2025-12-01,59849"
"laptop_x,Croma,2025-12-01,60149"

"fridge_y,Amazon,2025-07-01,28999"
"fridge_y,Flipkart,2025-07-01,28499"
"fridge_y,Croma,2025-07-01,29249"
"fridge_y,Amazon,2025-08-01,27999"
"fridge_y,Flipkart,2025-08-01,27499"
"fridge_y,Croma,2025-08-01,28249"
"fridge_y,Amazon,2025-09-01,27499"
"fridge_y,Flipkart,2025-09-01,26999"
"fridge_y,Croma,2025-09-01,27749"
"fridge_y,Amazon,2025-10-01,29999"
"fridge_y,Flipkart,2025-10-01,28999"
"fridge_y,Croma,2025-10-01,30249"
"fridge_y,Amazon,2025-11-01,26999"
"fridge_y,Flipkart,2025-11-01,26249"
"fridge_y,Croma,2025-11-01,27249"
"fridge_y,Amazon,2025-12-01,25999"
"fridge_y,Flipkart,2025-12-01,25499"
"fridge_y,Croma,2025-12-01,26249"

"ac_z,Amazon,2025-07-01,33999"
"ac_z,Flipkart,2025-07-01,33499"
"ac_z,Croma,2025-07-01,34249"
"ac_z,Amazon,2025-08-01,32999"
"ac_z,Flipkart,2025-08-01,32499"
"ac_z,Croma,2025-08-01,33249"
"ac_z,Amazon,2025-09-01,31999"
"ac_z,Flipkart,2025-09-01,31499"
"ac_z,Croma,2025-09-01,32249"
"ac_z,Amazon,2025-10-01,34999"
"ac_z,Flipkart,2025-10-01,33999"
"ac_z,Croma,2025-10-01,35249"
"ac_z,Amazon,2025-11-01,30999"
"ac_z,Flipkart,2025-11-01,30249"
"ac_z,Croma,2025-11-01,31249"
"ac_z,Amazon,2025-12-01,29999"
"ac_z,Flipkart,2025-12-01,29499"
"ac_z,Croma,2025-12-01,30249"

"washing_machine_x,Amazon,2025-07-01,22999"
"washing_machine_x,Flipkart,2025-07-01,22499"
"washing_machine_x,Croma,2025-07-01,23249"
"washing_machine_x,Amazon,2025-08-01,21999"
"washing_machine_x,Flipkart,2025-08-01,21499"
"washing_machine_x,Croma,2025-08-01,22249"
"washing_machine_x,Amazon,2025-09-01,21599"
"washing_machine_x,Flipkart,2025-09-01,20999"
"washing_machine_x,Croma,2025-09-01,21749"
"washing_machine_x,Amazon,2025-10-01,23999"
"washing_machine_x,Flipkart,2025-10-01,22999"
"washing_machine_x,Croma,2025-10-01,24199"
"washing_machine_x,Amazon,2025-11-01,20999"
"washing_machine_x,Flipkart,2025-11-01,20249"
"washing_machine_x,Croma,2025-11-01,21249"
"washing_machine_x,Amazon,2025-12-01,19999"
"washing_machine_x,Flipkart,2025-12-01,19499"
"washing_machine_x,Croma,2025-12-01,20249"

"microwave_x,Amazon,2025-07-01,9999"
"microwave_x,Flipkart,2025-07-01,9499"
"microwave_x,Croma,2025-07-01,10249"
"microwave_x,Amazon,2025-08-01,9499"
"microwave_x,Flipkart,2025-08-01,9299"
"microwave_x,Croma,2025-08-01,9899"
"microwave_x,Amazon,2025-09-01,8999"
"microwave_x,Flipkart,2025-09-01,8799"
"microwave_x,Croma,2025-09-01,9399"
"microwave_x,Amazon,2025-10-01,10499"
"microwave_x,Flipkart,2025-10-01,9999"
"microwave_x,Croma,2025-10-01,10749"
"microwave_x,Amazon,2025-11-01,8999"
"microwave_x,Flipkart,2025-11-01,8699"
"microwave_x,Croma,2025-11-01,9299"
"microwave_x,Amazon,2025-12-01,8499"
"microwave_x,Flipkart,2025-12-01,8299"
"microwave_x,Croma,2025-12-01,8899"

"soundbar_x,Amazon,2025-07-01,12999"
"soundbar_x,Flipkart,2025-07-01,12499"
"soundbar_x,Croma,2025-07-01,13249"
"soundbar_x,Amazon,2025-08-01,11999"
"soundbar_x,Flipkart,2025-08-01,11499"
"soundbar_x,Croma,2025-08-01,12249"
"soundbar_x,Amazon,2025-09-01,11499"
"soundbar_x,Flipkart,2025-09-01,10999"
"soundbar_x,Croma,2025-09-01,11749"
"soundbar_x,Amazon,2025-10-01,13999"
"soundbar_x,Flipkart,2025-10-01,12999"
"soundbar_x,Croma,2025-10-01,14199"
"soundbar_x,Amazon,2025-11-01,10999"
"soundbar_x,Flipkart,2025-11-01,10499"
"soundbar_x,Croma,2025-11-01,11249"
"soundbar_x,Amazon,2025-12-01,9999"
"soundbar_x,Flipkart,2025-12-01,9699"
"soundbar_x,Croma,2025-12-01,10249"

"router_x,Amazon,2025-07-01,3999"
"router_x,Flipkart,2025-07-01,3799"
"router_x,Croma,2025-07-01,4199"
"router_x,Amazon,2025-08-01,3799"
"router_x,Flipkart,2025-08-01,3599"
"router_x,Croma,2025-08-01,3999"
"router_x,Amazon,2025-09-01,3499"
"router_x,Flipkart,2025-09-01,3399"
"router_x,Croma,2025-09-01,3699"
"router_x,Amazon,2025-10-01,4299"
"router_x,Flipkart,2025-10-01,3999"
"router_x,Croma,2025-10-01,4399"
"router_x,Amazon,2025-11-01,3399"
"router_x,Flipkart,2025-11-01,3299"
"router_x,Croma,2025-11-01,3599"
"router_x,Amazon,2025-12-01,3199"
"router_x,Flipkart,2025-12-01,3099"
"router_x,Croma,2025-12-01,3399"

"monitor_x,Amazon,2025-07-01,17999"
"monitor_x,Flipkart,2025-07-01,17499"
"monitor_x,Croma,2025-07-01,18249"
"monitor_x,Amazon,2025-08-01,16999"
"monitor_x,Flipkart,2025-08-01,16499"
"monitor_x,Croma,2025-08-01,17249"
"monitor_x,Amazon,2025-09-01,16499"
"monitor_x,Flipkart,2025-09-01,15999"
"monitor_x,Croma,2025-09-01,16749"
"monitor_x,Amazon,2025-10-01,18999"
"monitor_x,Flipkart,2025-10-01,17999"
"monitor_x,Croma,2025-10-01,19199"
"monitor_x,Amazon,2025-11-01,15999"
"monitor_x,Flipkart,2025-11-01,15499"
"monitor_x,Croma,2025-11-01,16249"
"monitor_x,Amazon,2025-12-01,14999"
"monitor_x,Flipkart,2025-12-01,14499"
"monitor_x,Croma,2025-12-01,15249"

"smartphone_x,Amazon,2025-07-01,25999"
"smartphone_x,Flipkart,2025-07-01,25499"
"smartphone_x,Croma,2025-07-01,26249"
"smartphone_x,Amazon,2025-08-01,24999"
"smartphone_x,Flipkart,2025-08-01,24499"
"smartphone_x,Croma,2025-08-01,25249"
"smartphone_x,Amazon,2025-09-01,23999"
"smartphone_x,Flipkart,2025-09-01,23499"
"smartphone_x,Croma,2025-09-01,24249"
"smartphone_x,Amazon,2025-10-01,26999"
"smartphone_x,Flipkart,2025-10-01,25999"
"smartphone_x,Croma,2025-10-01,27199"
"smartphone_x,Amazon,2025-11-01,22999"
"smartphone_x,Flipkart,2025-11-01,22249"
"smartphone_x,Croma,2025-11-01,23249"
"smartphone_x,Amazon,2025-12-01,21999"
"smartphone_x,Flipkart,2025-12-01,21499"
"smartphone_x,Croma,2025-12-01,22249"
